Label,Tweet
Gembira,aku ketawa spontan barusan asli lucu banget
Gembira,hari ini kaya dunia mempersilakan aku lewat
Gembira,aku ngerasa baik banget di dalam
Gembira,rasanya kaya diberi ruang untuk bernapas bahagia
Gembira,aku seneng banget bisa diem tapi happy
Gembira,hari ini bikin aku damai sekaligus cerah
Gembira,anjir happy banget hari ini sumpah
Gembira,wkwk gue ngakak sampe perut sakit
Gembira,seneng banget rasanya kaya hidup lagi mulus
Gembira,gokil sih ini hari enak banget
Gembira,auto senyum begitu bangun tadi
Gembira,gue happy banget liat hal receh barusan
Gembira,sumpah hati gue adem banget hari ini
Gembira,seneng tipis tipis tapi kerasa banget
Gembira,wkwk asli lucu banget tadi
Gembira,gue bahagia gara gara hal kecil doang
Gembira,enak banget suasana harinya
Gembira,gue senyum sendiri kayak orang jatuh cinta
Gembira,anjir momen tadi bikin hati manis
Gembira,gue happy bisa chill seharian
Gembira,hari ini adem banget sumpah
Gembira,gue ketawa kecil tapi bahagia
Gembira,sumpah barusan lucunya kebangetan
Gembira,seneng banget akhirnya bisa rebahan tenang
Gembira,gue bahagia liat diri sendiri berkembang
Gembira,hati gue hangat banget barusan
Gembira,anjir tadi wholesome gila
Gembira,gue happy banget tanpa alasan jelas
Gembira,wkwk gue mewek ketawa barusan
Gembira,hari ini bener bener nyenengin
Gembira,gue seneng banget bisa istirahat
Gembira,tadi dapet hal kecil tapi bikin hati hangat
Gembira,anjir ini hari lembut banget rasanya
Gembira,gue happy banget makan enak barusan
Gembira,gokil hari ini mulus total
Gembira,senengnya valid banget barusan
Gembira,gue bahagia liat sunset cantik
Gembira,sumpah hatiku berbunga
Gembira,wkwk random chat tapi bikin bahagia
Gembira,gue seneng banget bisa nemu hal lucu
Gembira,anjir finally bisa tenang
Gembira,gue hepi banget denger kabar baik
Gembira,rasanya adem kaya minum es pas panas
Gembira,gue happy karena semua gampang banget hari ini
Gembira,wkwk gue ngakak baca chat temen
Gembira,seneng banget ketemu hal aesthetic
Gembira,gue happy karena ga ada drama sama sekali
Gembira,anjir momen tadi manis banget
Gembira,gue bener bener seneng asli
Gembira,enak banget tiduran sambil denger lagu
Gembira,gue happy banget karena hari ini lembut
Gembira,wkwk sumpah barusan lucunya ga sopan
Gembira,seneng banget bisa fokus kerja
Gembira,hati gue adem tiap liat hal itu
Gembira,gue ngerasa hidupnya cerah banget
Gembira,anjir ini chill parah hari ini
Gembira,gue seneng banget bisa bantu orang
Gembira,hari ini manis banget rasanya
Gembira,gue happy karena semuanya lancar
Gembira,wkwk random tapi bahagia
Gembira,anjir gue senyum mulu dari tadi
Gembira,gue hepi parah liat progress sendiri
Gembira,hari ini adem kaya angin sore
Gembira,gue seneng banget ketawa spontan
Gembira,sumpah hati gue ringan banget
Gembira,senengnya ga bisa dijelasin
Gembira,gue happy dapet waktu buat diri sendiri
Gembira,anjay lucu banget sumpah
Gembira,gue bahagia banget soalnya banyak hal baik
Gembira,seneng liat temen bahagia
Gembira,hari ini mulus kayak jalan tol kosong
Gembira,gue hepi cuma gara gara lagu enak
Gembira,anjir vibes nya damai banget
Gembira,gue seneng banget main sebentar
Gembira,wkwk tadi hal receh tapi ngakak terus
Gembira,gue happy karena cuaca bagus
Gembira,seneng bisa ngelakuin hal kecil buat diri sendiri
Gembira,gokil hati gue ngangkat naik banget
Gembira,gue seneng liat diri sendiri makin kuat
Gembira,anjir tadi cakep banget momennya
Gembira,sumpah hari ini adem seharian
Gembira,gue happy banget sampai lupa pusing hidup
Gembira,seneng parah barusan
Gembira,wkwk gue ketawa padahal sendirian
Gembira,gue bahagia karena dikasih kemudahan
Gembira,hari ini kaya hari libur dadakan
Gembira,anjir senyum gue ga bisa berhenti
Gembira,gue happy karena semuanya pas
Gembira,seneng banget bisa keluar sebentar
Gembira,gokil barusan dapet hal baik random
Gembira,gue happy parah liat langit biru
Gembira,wkwk sumpah receh tapi nendang
Gembira,hari ini enak banget buat hidup
Gembira,gue seneng bisa napas lega akhirnya
Gembira,anjir tadi moment nya manis banget
Gembira,gue bahagia liat kucing lucu lewat
Gembira,sumpah nyaman banget harinya
Gembira,gue happy karena ga keganggu apa apa
Gembira,seneng banget bisa makan enak murah
Gembira,anjir gue melt dikit barusan
Gembira,gue ngerasa adem dari pagi
Gembira,wkwk chat tadi bikin mood naik
Gembira,gue happy banget akhirnya selesai
Gembira,hari ini ga ribut sama sekali enak banget sumpah
Gembira,gue seneng banget bisa santai
Gembira,sumpah lucu banget tingkah temen gue
Gembira,anjir gue ketawa kenceng banget
Gembira,gue happy liat hal random aesthetic
Gembira,seneng liat notifikasi manis barusan
Gembira,gokil dunia lagi baik banget sama gue
Gembira,gue bahagia karena dapet kabar kecil tapi berharga
Gembira,anjir vibes harinya lembut banget
Gembira,gue happy karena semuanya enteng
Gembira,sumpah barusan wholesome banget
Gembira,gue seneng liat hasil kerja sendiri
Gembira,hari ini adem kaya mandi pagi
Gembira,gue bahagia banget walau ga ngapa ngapain
Gembira,anjir ketawa tipis tapi kena banget
Gembira,gue happy karena akhirnya bisa tidur cukup
Gembira,seneng banget liat progress kecil muncul
Gembira,gue ngakak kecil tapi hati ikut bahagia
Gembira,hari ini chill pol
Gembira,anjir tadi dapet moment cute banget
Gembira,gue senang bisa jalan pelan pelan
Gembira,sumpah hati gue lembut banget
Gembira,gue happy parah sama sore tadi
Gembira,anjir random tapi menyenangkan
Gembira,gue seneng akhirnya pikiran adem
Gembira,wkwk receh banget tapi bikin caper bahagia
Gembira,gue hepi denger suara hujan
Gembira,hari ini tenang tapi cerah
Gembira,gue bahagia cuma duduk santai
Gembira,anjir seneng banget liat senyum orang lain
Gembira,gue happy karena ga ada hal ribet
Gembira,seneng banget bisa quality time sama diri sendiri
Gembira,gokil harinya kaya slow motion enak
Gembira,gue bahagia barusan dapet kejutan kecil
Gembira,anjir itu lucu beneran
Gembira,gue happy bisa bikin diri sendiri bangga
Gembira,seneng liat orang baik
Gembira,hari ini hati gue beneran adem
Gembira,wkwk jokes receh tapi bikin seharian cerah
Gembira,gue happy banget bisa leha leha
Gembira,anjir tenang banget hidup hari ini
Gembira,gue seneng banget bisa mandi air hangat
Gembira,sumpah itu momen manis parah
Gembira,gue happy liat timeline penuh hal positif
Gembira,seneng banget bisa tidur siang
Gembira,anjir gue senyum pas denger suara temen
Gembira,gue bahagia banget karena ga buru buru
Gembira,hari ini adem kaya lagu pelan
Gembira,gue senang banget bisa mikir jernih
Gembira,wkwk tadi chaos tapi fun
Gembira,gue happy banget dikasih waktu santai
Gembira,anjir moment tadi bikin gue melt
Gembira,gue seneng liat hal sederhana jadi indah
Gembira,rasanya nyenengin banget jalan pelan pelan
Gembira,gue happy bisa nemu hal baru
Gembira,anjir barusan wholesome abis
Gembira,gue bahagia liat lampu kota malam ini
Gembira,seneng pol liat hal kecil
Gembira,hari ini kaya hari keberuntungan
Gembira,gue happy banget punya waktu hening
Gembira,anjir gue ngakak tanpa sadar
Gembira,gue seneng banget pas ketemu temen lama
Gembira,sumpah adem banget dapet udara pagi
Gembira,gue happy karena badan fit
Gembira,anjir hari ini mengalir enak banget
Gembira,gue bahagia walau cuma rebahan
Gembira,seneng banget liat langit bersih
Gembira,wkwk tadi momen nya auto bikin hepi
Gembira,gue happy ngeliat semua beres
Gembira,anjir gue senang sampe lupa capek
Gembira,gue ngerasa lebih hidup
Gembira,seneng banget bisa nyantai di kasur
Gembira,hari ini lembut kaya kapas
Gembira,gue happy banget ketemu hal random
Gembira,anjir tadi senyumnya manis banget
Gembira,gue bahagia bisa ngejalanin hari ini
Gembira,seneng banget gapapa kecil tapi kerasa
Gembira,wkwk bener bener lucu tadi asli
Gembira,gue happy karena ga ada yang ribetin gue
Gembira,anjir suasananya adem bet
Gembira,hari ini kopiku enak banget sumpah
Gembira,gue senang banget dikasih waktu buat healing
Gembira,anjir ini hepi yang ga direncanain
Gembira,gue bahagia karena dunia ga galak hari ini
Gembira,seneng banget rasanya hari ini enak
Gembira,gue happy barusan dapet kabar bagus
Gembira,hati gue adem banget dari pagi
Gembira,asyik banget bisa santai sebentar
Gembira,gue senyum sendiri waktu inget hal tadi
Gembira,rasanya enak banget bisa napas lega
Gembira,gue hepi liat suasana tenang barusan
Gembira,harinya lancar bikin hati ringan
Gembira,enak banget akhirnya bisa istirahat
Gembira,gue seneng banget liat hal kecil yang lucu
Gembira,mood naik gara gara kejadian barusan
Gembira,rasanya damai banget sih sumpah
Gembira,gue happy liat progress kecil ini
Gembira,seneng banget akhirnya kelar semua
Gembira,gue ngerasa adem denger suara hujan
Gembira,hati gue lega banget sekarang
Gembira,gue hepi pas nemu hal random barusan
Gembira,asyik banget bisa ketawa tipis
Gembira,rasanya kaya hidup lagi lembut
Gembira,gue senyum kecil dari tadi
Gembira,seneng banget bisa makan enak
Gembira,hari ini terasa lebih cerah
Gembira,gue happy banget suasananya ramah
Gembira,enak banget barusan bisa rebahan bentar
Gembira,gue hepi liat orang baik lewat
Gembira,rasanya ringan banget di kepala
Gembira,hari ini nyaman banget
Gembira,gue seneng akhirnya semua rapi
Gembira,asyik banget ngerasa damai kayak gini
Gembira,gue happy bisa jalan santai
Gembira,senyum gue muncul otomatis
Gembira,gue ngerasa penuh energi positif
Gembira,hari ini halus banget suasananya
Gembira,gue seneng liat langit bagus barusan
Gembira,rasanya hangat banget di hati
Gembira,gue happy banget bisa duduk sebentar
Gembira,asyik juga ternyata nikmatin sore
Gembira,seneng sederhana tapi berasa banget
Gembira,gue hepi liat hal kecil berjalan baik
Gembira,rasanya nyaman banget dari tadi
Gembira,gue senang bisa nyelesain target
Gembira,enak banget bisa denger lagu enak
Gembira,gue happy liat temen senyum juga
Gembira,seneng banget ngeliat hasil kerja sendiri
Gembira,hari ini gampang banget dijalanin
Gembira,gue hepi pas denger kabar kecil itu
Gembira,rasanya lembut banget suasananya
Gembira,gue seneng bisa leyeh leyeh sebentar
Gembira,mood gue enak banget hari ini
Gembira,asyik banget tadi ngobrol sebentar
Gembira,gue happy karena ga ada drama
Gembira,seneng kok cuma liat hal kecil
Gembira,gue ngerasa hidup lagi baik
Gembira,rasanya adem tiap liat pemandangan tadi
Gembira,gue senyum terus tanpa sadar
Gembira,hari ini chill banget
Gembira,gue hepi liat warna langit tadi
Gembira,rasanya kaya dapet hadiah kecil
Gembira,gue seneng banget tiap kali denger tawa
Gembira,enak banget bisa fokus kerja
Gembira,gue happy karena hari ini mulus
Gembira,seneng tipis tapi bikin lega
Gembira,gue ngerasa damai dari tadi
Gembira,asyik banget bisa ketemu temen lama
Gembira,gue hepi liat hal random aesthetic
Gembira,rasanya hangat tiap denger suara itu
Gembira,gue seneng barusan ketawa kecil
Gembira,hari ini rasanya lembut banget
Gembira,gue happy liat semuanya beres
Gembira,sederhana tapi bikin hati enak
Gembira,gue hepi bangun dengan mood bagus
Gembira,rasanya ringan banget ketika jalan
Gembira,gue senyum tiap lihat hal lucu kecil
Gembira,harinya damai banget asli
Gembira,gue seneng bisa nyantai tanpa gangguan
Gembira,asyik banget pas angin sore lewat
Gembira,gue happy barusan ngobrol enak
Gembira,rasanya kaya hidup lagi bersahabat
Gembira,gue hepi bisa makan favorit
Gembira,seneng banget liat hal rapi
Gembira,gue ngerasa semua pas hari ini
Gembira,hari ini lembut banget rasanya
Gembira,gue seneng banget barusan dikasih hal baik
Gembira,enak banget bisa istirahat cukup
Gembira,gue happy tiap inget momen lucu itu
Gembira,rasanya kaya ngelus hati sendiri
Gembira,gue hepi bisa ngerjain semuanya pelan pelan
Gembira,seneng banget bisa keluar bentar
Gembira,gue ngerasa semuanya mulus
Gembira,hari ini rasanya adem parah
Gembira,gue happy liat hal simple tapi manis
Gembira,asyik juga jalan pelan pelan
Gembira,gue senyum tipis sepanjang jalan
Gembira,rasanya nyaman tiap kali duduk tenang
Gembira,gue seneng banget bisa denger musik
Gembira,hari ini enak banget dilalui
Gembira,gue happy karena semuanya ga ribet
Gembira,seneng banget liat suasana rapi
Gembira,gue hepi banget kalo hari kayak gini
Gembira,rasanya adem pas kena angin sore
Gembira,gue seneng bisa lakukan hal kecil
Gembira,asyik banget bisa punya waktu hening
Gembira,gue happy pas liat hasil pekerjaan
Gembira,rasanya kaya dipeluk lembut
Gembira,gue seneng banget ngeliat temen hepi
Gembira,hari ini bikin gue lebih ringan
Gembira,gue hepi bisa skip masalah berat
Gembira,rasanya mudah aja ngelakuin apa pun
Gembira,gue senyum tiap inget hal barusan
Gembira,enak banget hari ini ga ribut
Gembira,gue happy denger kabar baik kecil
Gembira,seneng banget rasanya punya waktu sendiri
Gembira,gue ngerasa hidup lagi oke aja
Gembira,harinya adem sampai malam
Gembira,gue seneng barusan dapat kejutan kecil
Gembira,asyik banget duduk santai sambil mikir
Gembira,gue happy karena ga ada rutinitas berat
Gembira,rasanya lega kaya abis mandi pagi
Gembira,gue hepi banget tanpa alasan gede
Gembira,seneng banget liat hal aesthetic kecil
Gembira,gue ngerasa tenang buat pertama kalinya hari ini
Gembira,hari ini mild tapi nyenengin
Gembira,gue happy liat temen cerita hal lucu
Gembira,asyik juga ngobrol sebentar tadi
Gembira,gue senyum liat acara random
Gembira,rasanya hangat banget pas denger itu
Gembira,gue hepi pas semuanya berjalan lancar
Gembira,seneng banget lihat kucing lucu
Gembira,gue ngerasa mood naik drastis
Gembira,rasanya nyaman banget pegang gelas hangat
Gembira,gue happy bisa duduk di tempat favorit
Gembira,asyik banget liat orang baik lewat
Gembira,gue seneng karena hari ini simple
Gembira,hari ini enak buat diem aja
Gembira,gue hepi tiap denger suara tawa
Gembira,rasanya kaya mental gue dipijat lembut
Gembira,gue seneng banget barusan nyoba hal baru
Gembira,enak banget liat suasana senyap
Gembira,gue happy bisa nyelesain satu hal
Gembira,seneng banget pas dapet momen kecil
Gembira,gue ngerasa punya energi banyak
Gembira,rasanya adem banget denger angin
Gembira,gue hepi tiap liat progress kecil
Gembira,asyik banget suasana pagi tadi
Gembira,gue senyum gara gara hal random
Gembira,harinya ringan banget asli
Gembira,gue seneng banget bisa leha leha
Gembira,rasanya kaya hati gue dibersihin
Gembira,gue happy karena hari ini bersih banget auranya
Gembira,seneng banget ketemu hal lucu tadi
Gembira,gue ngerasa santai dari tadi
Gembira,hari ini asyik banget buat rebahan
Gembira,gue hepi liat momen manis kecil
Gembira,rasanya kaya cerita hidup pelan
Gembira,gue seneng banget denger lagu lawas
Gembira,enak banget bisa mandi air hangat
Gembira,gue happy karena ga ada hal ribet
Gembira,seneng banget liat matahari bersinar
Gembira,gue ngerasa lega bisa napas panjang
Gembira,rasanya lembut banget hari ini
Gembira,gue hepi liat interaksi kecil
Gembira,asyik juga bisa duduk di luar
Gembira,gue senyum kecil tanpa sadar
Gembira,hari ini bener bener calm
Gembira,gue happy bisa minum kopi enak
Gembira,seneng banget bisa pulang lebih cepat
Gembira,gue ngerasa fresh banget barusan
Gembira,rasanya ringan tiap langkah
Gembira,gue seneng banget denger kabar temen
Gembira,hari ini adem ga ada ribut
Gembira,gue hepi tiap ada hal lucu random
Gembira,enak banget ngeliatin awan tadi
Gembira,gue senang karena hidup terasa lembut
Gembira,rasanya kaya hati ketawa tipis
Gembira,hari ini simple tapi bikin hepi
Gembira,gue senyum pas liat anak kecil main
Gembira,asyik banget bisa duduk sambil mikir enak
Gembira,gue happy banget bisa makan kenyang
Gembira,rasanya damai banget di kepala
Gembira,gue ngerasa semua lebih terang
Gembira,hari ini lembut tapi nyenengin
Gembira,gue hepi tiap momen kecil lewat
Gembira,seneng banget bisa baring sebentar
Gembira,gue ngerasa hari ini sweet aja gitu
Gembira,rasanya enak banget tiap langkah
Gembira,gue happy banget bisa nyium bau wangi
Gembira,seneng liat suasana rumah adem
Gembira,gue ngerasa nyaman seharian
Gembira,hari ini bener bener enteng
Gembira,gue hepi liat hal hal runut
Gembira,senyum kecil tapi ngebantu banget
Gembira,gue seneng tiap denger suara lembut
Gembira,enak banget ketemu hal random yang bikin hepi
Gembira,gue happy karena badan fit banget
Gembira,rasanya adem tiap liat matahari sore
Gembira,gue senang pas ngerasain angin dingin
Gembira,hari ini bagus banget rasanya
Gembira,gue hepi liat semuanya tenang
Gembira,seneng banget bisa tiduran
Gembira,rasanya kaya dapet pelukan
Gembira,entah kenapa hari ini mood gue naik banget
Gembira,tadi gue ngerasa hidup ringan sekali
Gembira,gue happy banget waktu lihat suasana barusan
Gembira,rasanya kayak hati gue disiram cahaya
Gembira,gue senang banget bisa ngerasain ketenangan ini
Gembira,ada sesuatu yang bikin hati gue cerah banget
Gembira,tadi gue ketawa kecil tanpa alasan
Gembira,gue baru sadar kalo hari ini enak banget jalannya
Gembira,rasanya hangat waktu gue denger suara itu
Gembira,gue bener bener merasa adem banget barusan
Gembira,hal kecil tadi bikin gue senang
Gembira,tadi gue merasa damai banget
Gembira,gue suka banget vibes hari ini
Gembira,rasanya kayak semua selaras
Gembira,gue senyum sendiri pas inget kejadian kecil tadi
Gembira,hari ini ringan banget rasanya
Gembira,gue ngerasa dunia lagi baik sama gue
Gembira,rasanya nyaman banget pas kena angin sore
Gembira,tadi gue happy cuma karena hal sederhana
Gembira,gue ngerasa tenang banget dari pagi
Gembira,rasanya kaya nginjak awan tipis
Gembira,gue seneng banget bisa liat langit kayak gitu
Gembira,tadi gue ngerasa hati gue lembut
Gembira,gue suka banget bisa duduk santai tanpa beban
Gembira,rasanya halus banget masuk ke hati
Gembira,gue ngerasa damai tanpa alasan jelas
Gembira,gue happy banget liat momen barusan
Gembira,rasanya enak banget tiap langkah
Gembira,tadi gue dapet feeling bagus tiba tiba
Gembira,gue senang banget akhirnya bisa ngatur napas
Gembira,rasanya kayak dunia lagi senyum
Gembira,gue ngerasa improve banget hari ini
Gembira,gue happy liat progress kecil gue
Gembira,rasanya kaya hati gue bersih
Gembira,tadi gue baru sadar betapa tenangnya hari ini
Gembira,gue seneng waktu suasananya hening tapi nyaman
Gembira,rasanya adem banget waktu gue rebahan sebentar
Gembira,gue tersenyum cuma gara gara melihat hal simpel
Gembira,tadi gue happy pas kena sinar matahari
Gembira,rasanya kayak hidup balik ke warna cerah
Gembira,gue ngerasa seimbang banget hari ini
Gembira,tadi gue dapet energi positif dari hal kecil
Gembira,rasanya enak banget setelah lama ga ngerasa kayak gini
Gembira,gue senang banget nemuin momen manis tadi
Gembira,rasanya kayak gue dipeluk lembut sama waktu
Gembira,gue happy tiap mikir hal barusan
Gembira,tadi gue merasa aman banget
Gembira,rasanya kaya badan gue ditenangin
Gembira,gue seneng banget bisa fokus dengan tenang
Gembira,tadi gue dapat ketenangan gratis dari alam
Gembira,rasanya lucu bisa bahagia hal kecil begini
Gembira,gue happy banget waktu liat hal aesthetic tadi
Gembira,tadi gue ngerasa bunga di kepala gue mekar
Gembira,rasanya kaya dimanjain sama suasana
Gembira,gue seneng tiap gue ngeliat warna langit
Gembira,tadi gue nemuin momen lucu yang bikin ketawa
Gembira,rasanya halus banget energi hari ini
Gembira,gue happy bisa denger suara lembut itu
Gembira,tadi gue ngerasa hidup adem banget
Gembira,rasanya seperti nafas gue lebih lega
Gembira,hari ini gue merasa dicukupkan
Gembira,gue happy banget liat hal random yang menenangkan
Gembira,tadi gue merasa tenang dari ujung kaki
Gembira,rasanya kaya hati gue benderang
Gembira,gue seneng banget bisa nikmatin waktu sendirian
Gembira,tadi gue dapet vibe bagus dari sekitar
Gembira,rasanya kayak semua lebih ringan
Gembira,gue happy barusan ngelewatin momen lucu
Gembira,tadi gue ngerasa terisi lagi energinya
Gembira,rasanya kaya dunia lebih ramah
Gembira,gue seneng banget sama kesederhanaan hari ini
Gembira,tadi gue ngerasa lebih hidup
Gembira,rasanya adem ga ada ribut
Gembira,gue happy banget liat sesuatu yang rapi
Gembira,tadi gue dapet perasaan nyaman tanpa alasan
Gembira,rasanya kaya hati ngembang
Gembira,gue seneng banget bisa nikmatin pagi tadi
Gembira,tadi gue ngerasa enjoy banget sama suasana
Gembira,rasanya kayak kepala gue ringan banget
Gembira,gue happy liat cara hari ini berjalan
Gembira,tadi gue ngerasa damai pas denger angin
Gembira,rasanya manis banget ketenangan ini
Gembira,gue seneng banget bisa istirahat enak
Gembira,tadi gue dapet vibe positif dari orang random
Gembira,rasanya kaya langit lagi pelukan gue
Gembira,gue happy banget bisa senyum setulus itu
Gembira,tadi gue merasa santai banget
Gembira,rasanya bener bener lembut di hati gue
Gembira,gue seneng banget pas liat hal lucu sederhana
Gembira,tadi gue ngerasa semua selaras
Gembira,rasanya kaya hati gue disapu bersih
Gembira,gue happy waktu nyadar gue ga terburu buru
Gembira,tadi gue dapet rasa aman banget
Gembira,rasanya lembut tiap gue jalan pelan
Gembira,gue senang banget lihat cahaya matahari
Gembira,tadi gue ngerasa pikiran gue enteng
Gembira,rasanya nyaman banget buat diem aja
Gembira,gue happy karena hari ini ga ribet
Gembira,tadi gue ngerasa disapa sama alam
Gembira,rasanya like semuanya sinkron
Gembira,gue seneng banget bisa selesaiin hal penting
Gembira,tadi gue ngerasa super tenang
Gembira,rasanya manis banget nyentuh hati
Gembira,gue happy banget denger lagu tadi
Gembira,tadi gue merasa stabil banget
Gembira,rasanya kaya hidup ga nakut nakutin
Gembira,gue seneng banget bisa nyium aroma enak
Gembira,tadi gue dapet pengalaman sweet kecil
Gembira,rasanya kaya hati gue kena vitamin
Gembira,gue happy bisa liat orang baik lewat
Gembira,tadi gue ngerasa dipeluk angin
Gembira,rasanya nyaman banget barusan
Gembira,gue seneng karena hal simpel bisa bahagia
Gembira,tadi gue ngerasa adem liat suasana
Gembira,rasanya kayak gue lagi floating
Gembira,gue happy banget liat hal kecil beres
Gembira,tadi gue merasa dunia gue rapi
Gembira,rasanya kaya semua jalannya mulus
Gembira,gue seneng bisa bikin diri gue bangga
Gembira,tadi gue dapet sedikit kejutan baik
Gembira,rasanya manis pas inget momen itu
Gembira,gue happy banget bisa balikin mood
Gembira,tadi gue ngerasa dipeluk suasana
Gembira,rasanya adem banget di kepala
Gembira,gue senang karena hari ini penuh hal lembut
Gembira,tadi gue ngerasa slow tapi nyaman
Gembira,rasanya kaya gue nyatu sama vibe
Gembira,gue happy banget pas berhasil bikin hal kecil
Gembira,tadi gue merasa lega banget
Gembira,rasanya kaya hidup lagi senyum tipis
Gembira,gue senang liat suasana sore
Gembira,tadi gue ngerasa shock kecil tapi bahagia
Gembira,rasanya manis banget nyentuh perasaan
Gembira,gue happy karena hari ini aman banget
Gembira,tadi gue ngerasa lebih kuat
Gembira,rasanya kaya minum udara segar
Gembira,gue seneng banget jalan pelan barusan
Gembira,tadi gue merasa lucu sendiri
Gembira,rasanya kaya hati gue joget kecil
Gembira,gue happy bisa lihat orang tersenyum
Gembira,tadi gue ngerasa diliputi aura positif
Gembira,rasanya kayak hidup kasih gue break
Gembira,gue seneng banget dapet momen clarity
Gembira,tadi gue ngerasa energinya bersih
Gembira,rasanya halus banget masuk perasaan
Gembira,gue happy ngeliat hal random yang wholesome
Gembira,tadi gue ngerasa momen itu priceless
Gembira,rasanya kaya hati dijahit rapi
Gembira,gue senang banget bisa fokus tanpa gangguan
Gembira,tadi gue merasa disayangi semesta
Gembira,rasanya kaya ketemu tempat nyaman di kepala gue
Gembira,gue happy bisa bernapas tanpa terburu buru
Gembira,tadi gue ngerasa disupport energinya
Gembira,rasanya adem banget dari dalam
Gembira,gue senang bisa ngeliat hal rapi banget
Gembira,tadi gue ngerasa hal hal nyambung semua
Gembira,rasanya kaya hati gue dikasih ruang lega
Gembira,gue happy banget bisa mulai hari dengan tenang
Gembira,tadi gue ngerasa momen itu ngisi gue
Gembira,rasanya lembut banget kayak awan lewat
Gembira,gue senang liat warna warna cerah
Gembira,tadi gue ngerasa mampu lagi
Gembira,rasanya kaya gue direstart dengan baik
Gembira,gue happy barusan liat pemandangan cakep
Gembira,tadi gue ngerasa ga terbebani
Gembira,rasanya kaya angin pelan lewat hati
